id,cate,title,lead,time,tag
614219,Covid-19,WHO trả lời 21 thắc mắc mới nhất về virus corona,"- Dưới đây là bộ câu hỏi - đáp được Tổ chức Y tế thế giới (WHO) công bố gần đây, giúp người dân hiểu đúng nhất về virus corona mới cũng như cách bảo vệ bản thân khỏi loại virus này.",2020-02-06,"['virus corona', 'Virus viêm phổi']"
614150,Covid-19,Bộ Y tế kêu gọi nhà thuốc và người dân chung tay cân bằng cung cầu khẩu trang y tế,"- Để cân bằng cung cầu, nhà thuốc không được tăng giá bán khẩu trang, không găm hàng, tích trữ gây tình trạng khan hiếm. Người dân cũng cần hết sức bình tĩnh, nghe theo sự chỉ dẫn của Bộ Y tế.",2020-02-06,"['Virus viêm phổi', 'virus corona']"
609641,Sức khỏe,"Tin uống thực phẩm chức năng, người phụ nữ Hà Nội suýt mất mạng","- Nữ bệnh nhân bị u xơ nhưng không điều trị mà tự uống thực phẩm chức năng để tiêu u, kết quả khối u ngày càng to, dính vào nhiều cơ quan.",2020-01-16,['u xơ tử cung']
659490,Thị trường - tiêu dùng,Aristino ra mắt App di động - ứng dụng số hóa vào ngành thời trang,"Aristino lại một lần nữa chứng tỏ vị thế “tiên phong” khi nhanh chóng phát triển Mobile app - ứng dụng thông minh tích hợp nhiều lợi ích: cập nhật tin tức, tích điểm, liên kết mua hàng, tư vấn phong cách và chọn size.",2020-07-21,"['thời trang nam', 'mobile app']"
666535,Giải trí,Diễn viên hài thừa nhận đặt camera quay lén vệ sinh nữ đài KBS,"Những tình tiết vừa được tiết lộ về vụ việc đặt camera quay lén trong vệ sinh nữ đài KBS khiến công chúng phẫn nộ. Theo phiên tòa xét xử ngày 14/8, nam diễn viên Park đã quay lén tổng cộng 47 nạn nhân.",2020-08-15,"['Park Dae Sung', 'Sao Hàn']"
664595,Đời sống,Ngôi chùa trên hòn đá dát vàng chênh vênh suốt 2.500 năm,"Chùa Kyaikhtiyo nổi tiếng ở Myanmar vì kiến trúc kỳ lạ và vị trí đặc biệt. Dù nhìn như sắp đổ, ngôi chùa này vẫn trụ vững suốt 2.500 năm qua.",2020-08-08,"['du khách', 'địa điểm du lịch']"
661873,Đời sống,Nhiều người kết thành 'hàng rào sống' đưa cô gái đuối nước lên bờ,"Nhiều người đã cùng nhau kết thành ""hàng rào sống"" đưa nạn nhân đuối nước lên bờ an toàn.",2020-07-29,['đuối nước']
660370,Đời sống,Sen nở rộ cuối mùa ở Hang Múa,"Dù mùa sen ở đang đi vào cuối vụ và dần lụi tàn thì ở Hang Múa (Ninh Bình), loài hoa tuyệt đẹp này lại đang vào mùa nở rộ.",2020-07-24,"['du lịch Ninh Bình', 'hồ sen']"
666244,Thời sự,Quảng Nam yêu cầu thu hồi văn bản xin phương tiện tránh thai giữa mùa dịch,Sở Y tế Quảng Nam yêu cầu Chi cục DS-KHHGĐ báo cáo Tổng cục DS-KHHGĐ xin thu hồi công văn xin phương tiện tránh thai cho người dân bị ảnh hưởng dịch Covid-19.,2020-08-13,"['COVID-19', 'dịch Covid-19', 'virus corona', 'Quảng Nam']"
665682,Giải trí,Diva Dung Tổ Nhi sở hữu khối tài sản 2000 tỷ đồng ở tuổi 40,"Dung Tổ Nhi hiện là một trong những nữ nghệ sĩ có tầm ảnh hưởng lớn đến ngành âm nhạc Hong Kong. Cô cũng là ""đại gia"" của showbiz khi sở hữu khối tài sản 90 triệu USD (khoảng hơn 2000 tỷ đồng).",2020-08-12,"['Sao Hoa ngữ', 'Dung Tổ Nhi']"
665915,Giải trí,Chồng Trương Đình khẳng định tài sản hiện tại đủ tiêu ba đời,Chia sẻ về khối tài sản khổng lồ của chồng Trương Đình - diễn viên Lâm Thoại Dương khiến nhiều người ngạc nhiên.,2020-08-12,"['Sao Hoa ngữ', 'Trương Đình']"
665018,Giải trí,'Đại gia ngầm' Lục Nghị tăng cân vùn vụt tuổi 44,"Lục Nghị, nam thần ngày nào trong bộ phim truyền hình ""Thời niên thiếu của Bao Thanh Thiên"", bỗng tăng cân chóng mặt, thân hình ngày càng phát tướng ở tuổi 44.",2020-08-15,"['Lục Nghị', 'Sao Hoa ngữ', 'Bao Thanh Thiên', 'Thời niên thiếu của Bao Thanh Thiên']"
659382,Đời sống,"Đào được chiếc lọ kỳ lạ, chủ nhân được khuyên để ngay vào chỗ cũ","Bên trong chiếc chai kỳ quái có chứa 1 chiếc răng, vài sợi tóc người, một con bọ hung và có lẽ là một ít nước tiểu.",2020-07-22,['cổ vật']
657646,Đời sống,Giải mã bí ẩn cái chết của 9 nhà leo núi trong tình trạng khoả thân,"Sau 61 năm, cuối cùng nguyên nhân cái chết bí ẩn của 9 nhà leo núi đã được giải đáp.",2020-07-15,['thảm án']
657656,Đời sống,"Vườn nho siêu trái ở miền Tây mở cửa miễn phí, giới trẻ thích thú đến check-in","Vườn nho 50 gốc, trĩu quả ở Bến Tre đang tạo nên cơn sốt, thu hút hàng trăm lượt khách đến tham quan, chụp ảnh, sở hữu cho mình bộ ảnh đẹp lung linh tại vườn nho này.",2020-07-15,"['vườn nho', 'miền Tây']"
657000,Đời sống,Khám phá hòn đảo 'tím lịm tim',"Với những tín đồ mê màu tím, yêu thích những cánh đồng hoa oải hương của sắc tím mộng mơ, chắc hẳn đây sẽ là địa điểm không thể bỏ lỡ.",2020-07-12,['Hàn Quốc']
663647,Thị trường - tiêu dùng,Những siêu phẩm tạo nên thương hiệu Bia hơn trăm tuổi,"Từ “Huyền thoại” Bia 333 ra đời năm 1985, Bia Saigon Special, Bia Saigon Export và mới nhất là Lạc Việt, tất cả minh chứng sự nỗ lực không ngừng của Sabeco trong việc mang tới những “siêu phẩm” chất lượng nhất cho nhiều thế hệ người Việt.",2020-08-05,['bia']
659559,Đời sống,"Vô tư 'làm chuyện ấy' trong bụi rậm, cặp đôi bị đánh một trận tơi bời","Khi phát hiện một cặp đôi đang ""làm chuyện ấy"" trong bụi rậm, người phụ nữ đã xông tới để dạy họ một bài học nhớ đời.",2020-07-21,['nơi công cộng']
659280,Đời sống,Tục bắt vợ đáng sợ ở hòn đảo được ví như viên ngọc của Indonesia,Hòn đảo Sumba được ví như viên ngọc tuyệt đẹp của Indonesia nhưng ở đây đang tồn tại hủ tục bắt vợ khiến nhiều cô gái sợ hãi.,2020-07-23,"['phong tục', 'Indonesia']"
656864,Đời sống,Cổ trấn nghìn năm tuổi nằm 'mấp mé' cạnh dòng thác lũ cuồn cuộn,"Nhiều người lo lắng sợ rằng cổ trấn hàng nghìn năm tuổi này có thể bị dòng thác lũ cuồn cuộn ""cuốn bay"" bất cứ lúc nào.",2020-07-11,"['du khách', 'làng cổ', 'địa điểm du lịch']"
652559,Đời sống,Cây cổ thụ bị xiềng xích chằng chịt suốt hàng trăm năm,"Suốt hàng trăm năm nay, cây cổ thụ này bị xiềng xích chằng chịt xung quanh dù chẳng có chân để chạy trốn.",2020-06-29,"['cây cổ thụ', 'Anh', 'khu du lịch']"
656938,Đời sống,Bị chồng tát ngất lịm vì đi ăn hàng cùng hai người đàn ông,"Người đàn ông xông vào nhà hàng, tát vợ ngất xỉu và tấn công hai nam giới đi cùng vợ mình.",2020-07-11,['bạo hành gia đình']
653144,Đời sống,Cung điện 100 năm tuổi xây trên cột đá thẳng đứng ở Yemen,Cung điện đá Dar al-Hajar là một trong những điểm du lịch hút khách hàng đầu ở Yemen. Tòa cung điện cao 5 tầng tọa lạc trên cột đá thẳng đứng suốt 100 năm qua.,2020-07-01,"['du khách', 'địa điểm du lịch']"
654370,Đời sống,Người đẹp Việt nền nã trong tà áo dài,"Cuối tuần qua, tại một sự kiện ở TP.HCM, người đẹp Kim Nguyên, Linh Huỳnh, ca sĩ Phương Anh... khiến nhiều người trầm trồ khi cùng diện trang phục áo dài.",2020-07-06,['áo dài']
656142,Đời sống,Nha Trang nhộn nhịp đón khách,"Nhờ chiến dịch kích cầu du lịch và định vị khách hàng trong nước, khách du lịch bắt đầu đổ về Nha Trang. Ngành du lịch Nha Trang đang tiếp tục phát triển mạnh mẽ, ngày càng đi vào chiều sâu, hướng đến sự phát triển bền vững.",2020-07-08,"['du lịch Nha Trang', 'kích cầu du lịch']"
615768,Đời sống,Chiêm ngưỡng căn nhà có hơn 100 'báu vật' độc nhất ở miền Tây,"Ngôi nhà của anh Nguyễn Đình Tuấn, 45 tuổi, huyện Lai Vung, Đồng Tháp, thuộc hàng hiếm ở miền Tây, bởi trong ngôi nhà này đang chứa hơn 100 'báu vật' cổ.",2020-02-17,"['nhà cổ', 'Đồng Tháp']"
653302,Đời sống,Mây cầu vồng cực hiếm gặp bất ngờ xuất hiện,Khoảnh khắc đám mây cầu vồng với đủ màu sắc bất ngờ xuất hiện trên bầu trời Tokyo (Nhật Bản) vào buổi sáng ngày 26/6 khiến nhiều người ngạc nhiên.,2020-07-01,['Nhật Bản']
615837,Đời sống,Con đường 160 cây hoa kèn hồng nở rực rỡ ở miền Tây,"Những ngày này, nhiều du khách và các bạn trẻ tìm đến chụp ảnh, check-in tại con đường hoa kèn hồng đẹp nhất miền Tây.",2020-02-13,"['hoa kèn hồng', 'miền Tây']"
656662,Thị trường - tiêu dùng,Bài toán chuyển đổi số để tối ưu chi phí của doanh nghiệp,"Chuyển đối số doanh nghiệp sao cho tối ưu chi phí mà vẫn đạt hiệu quả tối đa là một bài toán khó dành cho bất cứ doanh nghiệp nào, đặc biệt là khối doanh nghiệp vừa và nhỏ - vốn không có tiềm lực tài chính mạnh.",2020-07-11,"['Doanh nghiệp vừa và nhỏ', 'chuyển đổi số']"
647833,Thị trường - tiêu dùng,Ưu điểm vượt trội của máy lọc không khí Hitachi EP-PF120J,"Hitachi vừa giới thiệu dòng sản phẩm máy lọc không khí Made in Japan thế hệ mới EP-PF120J, là sự kết hợp hoàn hảo giữa khả năng lọc khí mạnh mẽ và thiết kế độc đáo mang đến hiệu quả lưu thông không khí tối ưu.",2020-07-13,"['công nghệ lọc bụi mịn', 'máy lọc không khí']"
650537,Đời sống,Du khách tò mò thám hiểm con tàu lịch sử 'Bóng ma nữ hoàng Mary',Con tàu đầy cảm hứng từ kỷ nguyên vàng của du lịch trên biển có một lịch sử hào hùng và nổi tiếng là một trong những nơi bị ám nhất thế giới.,2020-06-21,"['Long Beach', 'Mary Queen', 'du lịch biển']"
654174,Đời sống,Gia tài được thợ săn kho báu tìm thấy trong thùng rác,"Bạn có thể tìm thấy trang sức vàng, đồ cổ và nhiều đồ có giá trị trong thùng rác.",2020-07-06,"['đồ cũ', 'rác thải']"
613356,Sức khỏe,Chuyên gia giải đáp tất cả thắc mắc về bệnh viêm phổi do corona,"- Dịch bệnh viêm phổi do corona đang diễn biến ngày càng phức tạp. Độc giả có băn khoăn, lo lắng cần tư vấn có thể gửi câu hỏi và sẽ nhận được giải đáp của chuyên gia tại đây.",2020-02-03,"['virus corona', 'Virus viêm phổi']"
656592,Thị trường - tiêu dùng,"Tảo Mozuku, Mekabu: Nhiều lợi ích cho người bệnh ung thư","Theo TS.BS Daisuke Tachikawa - Viện phó Bệnh viện Wakamiya, Fucoidan được chiết xuất trong tảo nâu Mozuku có chức năng tự hủy diệt tế bào ung thư, Fucoidan trong tảo nâu Mekabu góp phần ức chế sự hình thành mạch máu mới nuôi tế bào ung thư...",2020-07-14,"['Ung thư', 'tảo nâu']"
650680,Đời sống,Mê mẩn lạc bước trong thị trấn được xem là đẹp nhất thế giới,"Với vẻ đẹp thần tiên như bước ra từ những câu chuyện cổ tích, thị trấn này được nhiều du khách mệnh danh là “hòn ngọc nước Áo” hay “xứ sở thần tiên”.",2020-06-22,"['Áo', 'du khách', 'xứ sở thần tiên', 'Thị trấn']"
650979,Đời sống,"Cuộc sống của bộ lạc có tập tục hôn nhau thoải mái, trao đổi vợ tự do","Cuộc sống và những nét văn hóa thú vị ở bộ lạc trên núi cao, nơi có tập tục đàn ông được thoải mái trao đổi vợ.",2020-06-23,"['bộ lạc', 'tập tục']"
656839,Đời sống,Cảm ơn những điều tồi tệ đã giúp tôi biết quý trọng gia đình,"Tôi là dân xây dựng, nay đây mai đó, công trình ở đâu là tôi có mặt ở đó. Tôi có ngoại hình bắt mắt, ai cũng khen tôi nam tính và có nụ cười tươi.",2020-07-11,"['Vợ Chồng', 'Ngoại tình', 'hạnh phúc gia đình', 'hôn nhân']"
648890,Đời sống,Ăn uống an toàn khi đi du lịch - Những điều cần lưu ý,"Ở các khu du lịch, nhất là ở vùng biển lượng khách tăng đột biến khiến cho nhiều hàng quán không còn khả năng đảm bảo vệ sinh như ngày thường.",2020-06-15,"['Kinh Nghiệm Đi Chơi', 'ăn uống', 'Mùa Du Lịch']"
654214,Đời sống,Cặp vợ chồng ở Singapore nhận nuôi 17 đứa trẻ trong 18 năm,"Từ năm 2002 cho đến nay, vợ chồng bà Choo Kheng Huay (Singapore) đã nuôi dưỡng 17 đứa trẻ có hoàn cảnh bất hạnh.",2020-07-11,"['trẻ mồ côi', 'người tốt việc tốt', 'con nuôi']"
651421,Đời sống,"Chọn giày, balo phù hợp cho chuyến trekking dài ngày","Các vật dụng bạn cần mang theo trong mỗi chuyến trekking khá đa dạng, thay đổi tùy vào điểm đến, địa hình, thời tiết...",2020-06-24,"['Trekking', 'du lịch mạo hiểm']"
641710,Đời sống,Những ngôi làng sắp biến mất ở nước Anh,"Ngôi làng Fairbourne, phía Bắc xứ Wales, nước Anh có thể sẽ bị xoá sổ do sự biến đổi khí hậu toàn cầu.",2020-05-18,['biến đổi khí hậu']
656415,Đời sống,"Chồng làm giám đốc, tôi phải vay anh từng đồng để chi tiêu","Mỗi tháng, chồng “phát” cho tôi 7 triệu đồng làm sinh hoạt phí. Nếu chi tiêu vượt quá khoản đó, tôi phải vay mượn anh…",2020-07-10,['tình yêu']
641726,Đời sống,Nhật Bản và những ga tàu gây thương nhớ,"Thả hồn trên những chuyến tàu địa phương, nheo mắt ngắm hoàng hôn qua khung cửa, lặng nhìn đời sống thường nhật ở các ga tàu... là trải nghiệm bình yên ở xứ Phù Tang.",2020-05-17,"['ga tàu Nhật Bản', 'Nhật Bản']"
656030,Thị trường - tiêu dùng,VietinBank cùng doanh nghiệp SME ‘vượt sóng’ Covid-19,"Với mong muốn tiếp sức cho các doanh nghiệp vừa và nhỏ (SME) trong khủng hoảng sau đại dịch, Ngân hàng TMCP Công thương Việt Nam (VietinBank) đã tổ chức hội thảo “VietinBank SME Stronger - cùng Doanh nghiệp vững vàng vượt sóng” sáng 7/7 tại TP.HCM.",2020-07-08,"['tín dụng', 'VietinBank', 'ngân hàng', 'Doanh nghiệp vừa và nhỏ']"
657011,Đời sống,Ở Quảng Nam có nghề đặc biệt: Phụ nữ 'bồng heo',"Khi những chú heo được giao dịch xong, người bồng heo từ giỏ này sang giỏ khác với giá 1.000 đồng/con. Nhưng nếu để heo vọt mất, người bồng phải đền cả trăm ngàn đồng, có khi cả triệu đồng...",2020-07-12,"['phụ nữ', 'Quảng Nam']"
656025,Thị trường - tiêu dùng,3 người đẹp Việt cùng diện sắc hồng dự khai trương An Duong Home,"Chẳng hẹn mà gặp, Kim Tuyến, Nhật Kim Anh, Trương Quỳnh Anh cùng diện sắc hồng đi mừng stylist Kan Hí lấn sân kinh doanh với showroom nội thất tại quận 2, TP.HCM.",2020-07-08,"['showroom', 'nhật kim anh', 'Trương Quỳnh Anh', 'nội thất', 'Kim Tuyến']"
648988,Thị trường - tiêu dùng,Hợp chất từ tảo nâu tốt cho người bệnh ung thư,"TS.BS Daisuke Tachikawa, Viện phó Bệnh viện Wakamiya (Nhật Bản) đã tìm ra phương pháp hỗ trợ tăng cường hệ miễn dịch của hợp chất Fucoidan có trong rong biển, tảo nâu.",2020-06-17,"['tảo bẹ', 'tảo nâu', 'Ung thư']"
645657,Đời sống,12 thị trấn tuyệt đẹp không thể bỏ qua khi tới Pháp,"Ngoài Paris, Pháp còn có nhiều thành phố và thị trấn hấp dẫn để du khách khám phá.",2020-06-02,"['du lịch', 'Pháp']"
644161,Đời sống,Chợ quê giữa phố Sài Gòn,"Mỗi sáng Chủ nhật hàng tuần, con hẻm nhỏ số 7 Nguyễn Thị Minh Khai (Quận 1, TP.HCM) lại nhộn nhịp kẻ bán người mua các mặt hàng đậm chất quê giữa phố.",2020-05-31,"['sài gòn', 'Chợ quê']"
653248,Đời sống,Vợ chồng tôi ly hôn vì 200 triệu mẹ vay 'nóng',"Sáng nay, chồng tôi xách vali ra khỏi nhà sau khi ký vào đơn ly hôn. Tôi khá hụt hẫng nhưng cũng không muốn giữ anh ta ở lại nữa.",2020-07-01,"['Vợ Chồng', 'ly hôn', 'chàng rể', 'mẹ vợ', 'hôn nhân']"
646313,Đời sống,Vì sao Hội An hấp dẫn du khách nước ngoài?,Trang mạng du lịch Touropia giới thiệu Hội An là một trong 10 điểm đến du khách nên đặt chân đến một lần khi khám phá Việt Nam.,2020-06-04,"['Hội An', 'Quảng Nam']"
612348,Đời sống,"Ngôi làng có tên ngắn nhất hành tinh, chỉ gồm 1 ký tự",Nơi này đã được công nhận là địa danh sở hữu tên gọi ngắn nhất thế giới.,2020-01-30,['chuyện lạ']
635377,Đời sống,Kỹ sư lương cao bỏ việc để sống cùng bộ tộc trong rừng sâu,"Một anh chàng kỹ sư người Na Uy đã từ bỏ cuộc sống hiện đại để sống trong rừng sâu cùng với một bộ tộc ở Indonesia, săn bắt khỉ và dơi làm thức ăn hằng ngày.",2020-04-23,"['Bộ tộc', 'Indonesia']"
639794,Đời sống,10 quán cafe xa hoa lộng lẫy nhất hành tinh,"Với nội thất trang trí công phu, lộng lẫy, những quán cà phê này trở thành địa điểm du lịch cực hút khách.",2020-05-09,"['quán cafe', 'du dịch thế giới']"
639879,Đời sống,Phố Tây Bùi Viện vắng lặng sau ngày mở cửa trở lại,"Các tiểu thương ở phố Tây Bùi Viện (Quận 1, TP.HCM) vui mừng khi hàng quán mở cửa trở lại, nhưng lượng khách tìm đến nơi này chưa được như kỳ vọng.",2020-05-11,['phố Tây Bùi Viện']
639916,Đời sống,Ăn trái măng cụt hôm nay nhớ chuyến du ngoạn ngày xưa,"Được người bạn mời đến, hình ảnh thầy cô năm cũ, những người bạn thân yêu và vị măng cụt ngọt ngào hiện về khiến tôi náo nức.",2020-05-12,['Tây Ninh']
640035,Đời sống,Hành trình sống sót trên sa mạc của nữ nhà báo phải uống nước tiểu của chính mình,"‘Tôi đã phải uống nước tiểu của mình. Tôi lấy nước tiểu bằng một lọ paracetamol và giữ chúng trong chai. Nó khiến tôi nôn oẹ nhưng ít nhất, tôi có thêm một chút nước’.",2020-05-11,['du lịch mạo hiểm']
615757,Đời sống,Những địa điểm du lịch Việt được truyền thông nước ngoài ca ngợi,"Phố cổ Hội An (Quảng Nam), Cầu Vàng (Đà Nẵng), hang Sơn Đoòng (Quảng Bình)... là những địa điểm du lịch ở Việt Nam được truyền thông nước ngoài vinh danh nhiều lần.",2020-02-12,"['hang sơn đoòng', 'Phú Quốc', 'phố cổ Hội an']"
